2019-03-16 10:33:10,126 com.zaxxer.hikari.pool.HikariPool [HikariPool-1 housekeeper] (HikariPool.java:766) WARN  --> HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=12h47m10s819ms809µs974ns).
2019-03-16 10:50:22,165 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:39) INFO  --> ARGS : [null, null]
2019-03-16 10:50:22,166 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:46) INFO  --> RESPONSE : login
2019-03-16 10:50:22,166 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:47) INFO  --> SPEND TIME : 2
2019-03-16 10:50:25,594 App.MyAuthenticationProvider [http-nio-8080-exec-5] (MyAuthenticationProvider.java:27) INFO  --> 用户lintao登录
2019-03-16 10:50:25,604 com.zaxxer.hikari.HikariDataSource [http-nio-8080-exec-5] (HikariDataSource.java:110) INFO  --> HikariPool-1 - Starting...
2019-03-16 10:50:25,606 com.zaxxer.hikari.util.DriverDataSource [http-nio-8080-exec-5] (DriverDataSource.java:68) WARN  --> Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
2019-03-16 10:50:27,453 com.zaxxer.hikari.HikariDataSource [http-nio-8080-exec-5] (HikariDataSource.java:123) INFO  --> HikariPool-1 - Start completed.
2019-03-16 10:51:23,408 org.hibernate.validator.internal.util.Version [background-preinit] (Version.java:21) INFO  --> HV000001: Hibernate Validator 6.0.13.Final
2019-03-16 10:51:23,502 App.App [main] (StartupInfoLogger.java:50) INFO  --> Starting App on DESKTOP-Q8QA67I with PID 14384 (started by 12442 in D:\Project\ichuan粉丝站后台管理系统)
2019-03-16 10:51:23,502 App.App [main] (SpringApplication.java:679) INFO  --> The following profiles are active: test
2019-03-16 10:51:24,646 org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] (TomcatWebServer.java:90) INFO  --> Tomcat initialized with port(s): 8080 (http)
2019-03-16 10:51:24,788 org.springframework.web.context.ContextLoader [main] (ServletWebServerApplicationContext.java:296) INFO  --> Root WebApplicationContext: initialization completed in 1239 ms
2019-03-16 10:51:25,258 org.springframework.security.web.DefaultSecurityFilterChain [main] (DefaultSecurityFilterChain.java:43) INFO  --> Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6af609ea, org.springframework.security.web.context.SecurityContextPersistenceFilter@3dbd7107, org.springframework.security.web.header.HeaderWriterFilter@43935e9c, org.springframework.security.web.authentication.logout.LogoutFilter@47df5041, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@20a24edf, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5f8a02cf, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@be164d8, org.springframework.security.web.authentication.rememberme.RememberMeAuthenticationFilter@43a4a9e5, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@280fafd, org.springframework.security.web.session.SessionManagementFilter@790d8fdd, org.springframework.security.web.access.ExceptionTranslationFilter@b2c4a8b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@13cc0b90]
2019-03-16 10:51:25,440 org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor [main] (ExecutorConfigurationSupport.java:171) INFO  --> Initializing ExecutorService 'applicationTaskExecutor'
2019-03-16 10:51:25,557 org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping [main] (WelcomePageHandlerMapping.java:61) INFO  --> Adding welcome page template: index
2019-03-16 10:51:25,722 org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] (TomcatWebServer.java:204) INFO  --> Tomcat started on port(s): 8080 (http) with context path ''
2019-03-16 10:51:25,725 App.App [main] (StartupInfoLogger.java:59) INFO  --> Started App in 2.378 seconds (JVM running for 2.98)
2019-03-16 10:51:25,781 org.springframework.web.servlet.DispatcherServlet [http-nio-8080-exec-1] (FrameworkServlet.java:524) INFO  --> Initializing Servlet 'dispatcherServlet'
2019-03-16 10:51:25,789 org.springframework.web.servlet.DispatcherServlet [http-nio-8080-exec-1] (FrameworkServlet.java:546) INFO  --> Completed initialization in 8 ms
2019-03-16 10:51:25,936 App.Aop.WebLogAspect [http-nio-8080-exec-2] (WebLogAspect.java:35) INFO  --> URL : http://localhost:8080/login
2019-03-16 10:51:25,936 App.Aop.WebLogAspect [http-nio-8080-exec-2] (WebLogAspect.java:36) INFO  --> HTTP_METHOD : GET
2019-03-16 10:51:25,936 App.Aop.WebLogAspect [http-nio-8080-exec-2] (WebLogAspect.java:37) INFO  --> IP : 0:0:0:0:0:0:0:1
2019-03-16 10:51:25,937 App.Aop.WebLogAspect [http-nio-8080-exec-2] (WebLogAspect.java:38) INFO  --> CLASS_METHOD : App.Controller.JspController.aaa
2019-03-16 10:51:25,938 App.Aop.WebLogAspect [http-nio-8080-exec-2] (WebLogAspect.java:39) INFO  --> ARGS : [null, null]
2019-03-16 10:51:25,941 App.Aop.WebLogAspect [http-nio-8080-exec-2] (WebLogAspect.java:46) INFO  --> RESPONSE : login
2019-03-16 10:51:25,942 App.Aop.WebLogAspect [http-nio-8080-exec-2] (WebLogAspect.java:47) INFO  --> SPEND TIME : 6
2019-03-16 10:51:26,307 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:35) INFO  --> URL : http://localhost:8080/login
2019-03-16 10:51:26,308 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:36) INFO  --> HTTP_METHOD : GET
2019-03-16 10:51:26,308 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:37) INFO  --> IP : 0:0:0:0:0:0:0:1
2019-03-16 10:51:26,308 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:38) INFO  --> CLASS_METHOD : App.Controller.JspController.aaa
2019-03-16 10:51:26,309 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:39) INFO  --> ARGS : [null, null]
2019-03-16 10:51:26,309 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:46) INFO  --> RESPONSE : login
2019-03-16 10:51:26,309 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:47) INFO  --> SPEND TIME : 2
2019-03-16 10:51:30,103 App.MyAuthenticationProvider [http-nio-8080-exec-5] (MyAuthenticationProvider.java:27) INFO  --> 用户lintaoaa登录
2019-03-16 10:51:30,104 App.MyAuthenticationProvider [http-nio-8080-exec-5] (MyAuthenticationProvider.java:28) INFO  --> 密码12331
2019-03-16 10:51:30,113 com.zaxxer.hikari.HikariDataSource [http-nio-8080-exec-5] (HikariDataSource.java:110) INFO  --> HikariPool-1 - Starting...
2019-03-16 10:51:30,116 com.zaxxer.hikari.util.DriverDataSource [http-nio-8080-exec-5] (DriverDataSource.java:68) WARN  --> Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
2019-03-16 10:51:30,974 com.zaxxer.hikari.HikariDataSource [http-nio-8080-exec-5] (HikariDataSource.java:123) INFO  --> HikariPool-1 - Start completed.
2019-03-16 10:51:31,033 App.Aop.WebLogAspect [http-nio-8080-exec-6] (WebLogAspect.java:35) INFO  --> URL : http://localhost:8080/Suuu
2019-03-16 10:51:31,033 App.Aop.WebLogAspect [http-nio-8080-exec-6] (WebLogAspect.java:36) INFO  --> HTTP_METHOD : GET
2019-03-16 10:51:31,033 App.Aop.WebLogAspect [http-nio-8080-exec-6] (WebLogAspect.java:37) INFO  --> IP : 0:0:0:0:0:0:0:1
2019-03-16 10:51:31,034 App.Aop.WebLogAspect [http-nio-8080-exec-6] (WebLogAspect.java:38) INFO  --> CLASS_METHOD : App.Controller.JspController.Suuu
2019-03-16 10:51:31,034 App.Aop.WebLogAspect [http-nio-8080-exec-6] (WebLogAspect.java:39) INFO  --> ARGS : []
2019-03-16 10:51:31,034 App.Aop.WebLogAspect [http-nio-8080-exec-6] (WebLogAspect.java:46) INFO  --> RESPONSE : Suuu
2019-03-16 10:51:31,035 App.Aop.WebLogAspect [http-nio-8080-exec-6] (WebLogAspect.java:47) INFO  --> SPEND TIME : 2
2019-03-16 10:51:31,188 App.Aop.WebLogAspect [http-nio-8080-exec-8] (WebLogAspect.java:35) INFO  --> URL : http://localhost:8080/login
2019-03-16 10:51:31,189 App.Aop.WebLogAspect [http-nio-8080-exec-8] (WebLogAspect.java:36) INFO  --> HTTP_METHOD : GET
2019-03-16 10:51:31,190 App.Aop.WebLogAspect [http-nio-8080-exec-8] (WebLogAspect.java:37) INFO  --> IP : 0:0:0:0:0:0:0:1
2019-03-16 10:51:31,190 App.Aop.WebLogAspect [http-nio-8080-exec-8] (WebLogAspect.java:38) INFO  --> CLASS_METHOD : App.Controller.JspController.aaa
2019-03-16 10:51:31,190 App.Aop.WebLogAspect [http-nio-8080-exec-8] (WebLogAspect.java:39) INFO  --> ARGS : [null, null]
2019-03-16 10:51:31,191 App.Aop.WebLogAspect [http-nio-8080-exec-8] (WebLogAspect.java:46) INFO  --> RESPONSE : login
2019-03-16 10:51:31,191 App.Aop.WebLogAspect [http-nio-8080-exec-8] (WebLogAspect.java:47) INFO  --> SPEND TIME : 3
2019-03-16 10:51:39,991 App.Aop.WebLogAspect [http-nio-8080-exec-9] (WebLogAspect.java:35) INFO  --> URL : http://localhost:8080/login
2019-03-16 10:51:39,992 App.Aop.WebLogAspect [http-nio-8080-exec-9] (WebLogAspect.java:36) INFO  --> HTTP_METHOD : GET
2019-03-16 10:51:39,993 App.Aop.WebLogAspect [http-nio-8080-exec-9] (WebLogAspect.java:37) INFO  --> IP : 0:0:0:0:0:0:0:1
2019-03-16 10:51:39,993 App.Aop.WebLogAspect [http-nio-8080-exec-9] (WebLogAspect.java:38) INFO  --> CLASS_METHOD : App.Controller.JspController.aaa
2019-03-16 10:51:39,994 App.Aop.WebLogAspect [http-nio-8080-exec-9] (WebLogAspect.java:39) INFO  --> ARGS : [null, null]
2019-03-16 10:51:39,994 App.Aop.WebLogAspect [http-nio-8080-exec-9] (WebLogAspect.java:46) INFO  --> RESPONSE : login
2019-03-16 10:51:39,994 App.Aop.WebLogAspect [http-nio-8080-exec-9] (WebLogAspect.java:47) INFO  --> SPEND TIME : 3
2019-03-16 10:51:40,069 App.Aop.WebLogAspect [http-nio-8080-exec-1] (WebLogAspect.java:35) INFO  --> URL : http://localhost:8080/login
2019-03-16 10:51:40,070 App.Aop.WebLogAspect [http-nio-8080-exec-1] (WebLogAspect.java:36) INFO  --> HTTP_METHOD : GET
2019-03-16 10:51:40,070 App.Aop.WebLogAspect [http-nio-8080-exec-1] (WebLogAspect.java:37) INFO  --> IP : 0:0:0:0:0:0:0:1
2019-03-16 10:51:40,070 App.Aop.WebLogAspect [http-nio-8080-exec-1] (WebLogAspect.java:38) INFO  --> CLASS_METHOD : App.Controller.JspController.aaa
2019-03-16 10:51:40,071 App.Aop.WebLogAspect [http-nio-8080-exec-1] (WebLogAspect.java:39) INFO  --> ARGS : [null, null]
2019-03-16 10:51:40,071 App.Aop.WebLogAspect [http-nio-8080-exec-1] (WebLogAspect.java:46) INFO  --> RESPONSE : login
2019-03-16 10:51:40,071 App.Aop.WebLogAspect [http-nio-8080-exec-1] (WebLogAspect.java:47) INFO  --> SPEND TIME : 2
2019-03-16 10:51:42,265 App.MyAuthenticationProvider [http-nio-8080-exec-2] (MyAuthenticationProvider.java:27) INFO  --> 用户lintaoaa登录
2019-03-16 10:51:42,265 App.MyAuthenticationProvider [http-nio-8080-exec-2] (MyAuthenticationProvider.java:28) INFO  --> 密码11
2019-03-16 10:51:42,542 App.Aop.WebLogAspect [http-nio-8080-exec-3] (WebLogAspect.java:35) INFO  --> URL : http://localhost:8080/Suuu
2019-03-16 10:51:42,543 App.Aop.WebLogAspect [http-nio-8080-exec-3] (WebLogAspect.java:36) INFO  --> HTTP_METHOD : GET
2019-03-16 10:51:42,544 App.Aop.WebLogAspect [http-nio-8080-exec-3] (WebLogAspect.java:37) INFO  --> IP : 0:0:0:0:0:0:0:1
2019-03-16 10:51:42,544 App.Aop.WebLogAspect [http-nio-8080-exec-3] (WebLogAspect.java:38) INFO  --> CLASS_METHOD : App.Controller.JspController.Suuu
2019-03-16 10:51:42,545 App.Aop.WebLogAspect [http-nio-8080-exec-3] (WebLogAspect.java:39) INFO  --> ARGS : []
2019-03-16 10:51:42,545 App.Aop.WebLogAspect [http-nio-8080-exec-3] (WebLogAspect.java:46) INFO  --> RESPONSE : Suuu
2019-03-16 10:51:42,546 App.Aop.WebLogAspect [http-nio-8080-exec-3] (WebLogAspect.java:47) INFO  --> SPEND TIME : 4
2019-03-16 10:51:42,620 App.Aop.WebLogAspect [http-nio-8080-exec-5] (WebLogAspect.java:35) INFO  --> URL : http://localhost:8080/login
2019-03-16 10:51:42,620 App.Aop.WebLogAspect [http-nio-8080-exec-5] (WebLogAspect.java:36) INFO  --> HTTP_METHOD : GET
2019-03-16 10:51:42,621 App.Aop.WebLogAspect [http-nio-8080-exec-5] (WebLogAspect.java:37) INFO  --> IP : 0:0:0:0:0:0:0:1
2019-03-16 10:51:42,621 App.Aop.WebLogAspect [http-nio-8080-exec-5] (WebLogAspect.java:38) INFO  --> CLASS_METHOD : App.Controller.JspController.aaa
2019-03-16 10:51:42,621 App.Aop.WebLogAspect [http-nio-8080-exec-5] (WebLogAspect.java:39) INFO  --> ARGS : [null, null]
2019-03-16 10:51:42,622 App.Aop.WebLogAspect [http-nio-8080-exec-5] (WebLogAspect.java:46) INFO  --> RESPONSE : login
2019-03-16 10:51:42,622 App.Aop.WebLogAspect [http-nio-8080-exec-5] (WebLogAspect.java:47) INFO  --> SPEND TIME : 2
2019-03-16 10:51:45,064 App.Aop.WebLogAspect [http-nio-8080-exec-6] (WebLogAspect.java:35) INFO  --> URL : http://localhost:8080/login
2019-03-16 10:51:45,065 App.Aop.WebLogAspect [http-nio-8080-exec-6] (WebLogAspect.java:36) INFO  --> HTTP_METHOD : GET
2019-03-16 10:51:45,065 App.Aop.WebLogAspect [http-nio-8080-exec-6] (WebLogAspect.java:37) INFO  --> IP : 0:0:0:0:0:0:0:1
2019-03-16 10:51:45,066 App.Aop.WebLogAspect [http-nio-8080-exec-6] (WebLogAspect.java:38) INFO  --> CLASS_METHOD : App.Controller.JspController.aaa
2019-03-16 10:51:45,066 App.Aop.WebLogAspect [http-nio-8080-exec-6] (WebLogAspect.java:39) INFO  --> ARGS : [null, null]
2019-03-16 10:51:45,067 App.Aop.WebLogAspect [http-nio-8080-exec-6] (WebLogAspect.java:46) INFO  --> RESPONSE : login
2019-03-16 10:51:45,067 App.Aop.WebLogAspect [http-nio-8080-exec-6] (WebLogAspect.java:47) INFO  --> SPEND TIME : 3
2019-03-16 10:51:45,132 App.Aop.WebLogAspect [http-nio-8080-exec-8] (WebLogAspect.java:35) INFO  --> URL : http://localhost:8080/login
2019-03-16 10:51:45,133 App.Aop.WebLogAspect [http-nio-8080-exec-8] (WebLogAspect.java:36) INFO  --> HTTP_METHOD : GET
2019-03-16 10:51:45,133 App.Aop.WebLogAspect [http-nio-8080-exec-8] (WebLogAspect.java:37) INFO  --> IP : 0:0:0:0:0:0:0:1
2019-03-16 10:51:45,133 App.Aop.WebLogAspect [http-nio-8080-exec-8] (WebLogAspect.java:38) INFO  --> CLASS_METHOD : App.Controller.JspController.aaa
2019-03-16 10:51:45,133 App.Aop.WebLogAspect [http-nio-8080-exec-8] (WebLogAspect.java:39) INFO  --> ARGS : [null, null]
2019-03-16 10:51:45,134 App.Aop.WebLogAspect [http-nio-8080-exec-8] (WebLogAspect.java:46) INFO  --> RESPONSE : login
2019-03-16 10:51:45,134 App.Aop.WebLogAspect [http-nio-8080-exec-8] (WebLogAspect.java:47) INFO  --> SPEND TIME : 2
2019-03-16 10:51:46,914 App.MyAuthenticationProvider [http-nio-8080-exec-9] (MyAuthenticationProvider.java:27) INFO  --> 用户lintao登录
2019-03-16 10:51:46,914 App.MyAuthenticationProvider [http-nio-8080-exec-9] (MyAuthenticationProvider.java:28) INFO  --> 密码
2019-03-16 10:51:49,024 App.Aop.WebLogAspect [http-nio-8080-exec-2] (WebLogAspect.java:35) INFO  --> URL : http://localhost:8080/login
2019-03-16 10:51:49,025 App.Aop.WebLogAspect [http-nio-8080-exec-2] (WebLogAspect.java:36) INFO  --> HTTP_METHOD : GET
2019-03-16 10:51:49,025 App.Aop.WebLogAspect [http-nio-8080-exec-2] (WebLogAspect.java:37) INFO  --> IP : 0:0:0:0:0:0:0:1
2019-03-16 10:51:49,025 App.Aop.WebLogAspect [http-nio-8080-exec-2] (WebLogAspect.java:38) INFO  --> CLASS_METHOD : App.Controller.JspController.aaa
2019-03-16 10:51:49,026 App.Aop.WebLogAspect [http-nio-8080-exec-2] (WebLogAspect.java:39) INFO  --> ARGS : [null, null]
2019-03-16 10:51:49,026 App.Aop.WebLogAspect [http-nio-8080-exec-2] (WebLogAspect.java:46) INFO  --> RESPONSE : login
2019-03-16 10:51:49,026 App.Aop.WebLogAspect [http-nio-8080-exec-2] (WebLogAspect.java:47) INFO  --> SPEND TIME : 2
2019-03-16 10:51:50,812 App.MyAuthenticationProvider [http-nio-8080-exec-3] (MyAuthenticationProvider.java:27) INFO  --> 用户lintao登录
2019-03-16 10:51:50,812 App.MyAuthenticationProvider [http-nio-8080-exec-3] (MyAuthenticationProvider.java:28) INFO  --> 密码12132
2019-03-16 10:51:51,089 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:35) INFO  --> URL : http://localhost:8080/index
2019-03-16 10:51:51,090 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:36) INFO  --> HTTP_METHOD : GET
2019-03-16 10:51:51,090 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:37) INFO  --> IP : 0:0:0:0:0:0:0:1
2019-03-16 10:51:51,091 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:38) INFO  --> CLASS_METHOD : App.Controller.JspController.index
2019-03-16 10:51:51,091 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:39) INFO  --> ARGS : []
2019-03-16 10:51:51,092 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:46) INFO  --> RESPONSE : index
2019-03-16 10:51:51,092 App.Aop.WebLogAspect [http-nio-8080-exec-4] (WebLogAspect.java:47) INFO  --> SPEND TIME : 3
2019-03-16 10:55:28,640 org.hibernate.validator.internal.util.Version [background-preinit] (Version.java:21) INFO  --> HV000001: Hibernate Validator 6.0.13.Final
2019-03-16 10:55:28,733 App.App [main] (StartupInfoLogger.java:50) INFO  --> Starting App on DESKTOP-Q8QA67I with PID 12236 (started by 12442 in D:\Project\ichuan粉丝站后台管理系统)
2019-03-16 10:55:28,749 App.App [main] (SpringApplication.java:679) INFO  --> The following profiles are active: test
2019-03-16 10:55:29,847 org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] (TomcatWebServer.java:90) INFO  --> Tomcat initialized with port(s): 8080 (http)
2019-03-16 10:55:29,988 org.springframework.web.context.ContextLoader [main] (ServletWebServerApplicationContext.java:296) INFO  --> Root WebApplicationContext: initialization completed in 1210 ms
2019-03-16 10:55:30,316 org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext [main] (AbstractApplicationContext.java:554) WARN  --> Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'myAuthenticationProvider': Unsatisfied dependency expressed through field 'passwordEncoder'; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type 'org.springframework.security.crypto.bcrypt.BCryptPasswordEncoder' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {@org.springframework.beans.factory.annotation.Autowired(required=true)}
2019-03-16 10:55:30,316 org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener [main] (ConditionEvaluationReportLoggingListener.java:142) INFO  --> 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2019-03-16 10:55:30,378 org.springframework.boot.diagnostics.LoggingFailureAnalysisReporter [main] (LoggingFailureAnalysisReporter.java:42) ERROR --> 

***************************
APPLICATION FAILED TO START
***************************

Description:

Field passwordEncoder in App.MyAuthenticationProvider required a bean of type 'org.springframework.security.crypto.bcrypt.BCryptPasswordEncoder' that could not be found.

The injection point has the following annotations:
	- @org.springframework.beans.factory.annotation.Autowired(required=true)


Action:

Consider defining a bean of type 'org.springframework.security.crypto.bcrypt.BCryptPasswordEncoder' in your configuration.

